x,sex,elapsed,S
86,f,13,500
86,f,15,500
86,f,8,200
86,f,10,1000
86,f,15,100
86,f,11,100
86,f,15,100
86,f,5,1000
86,f,14,100
86,f,1,500
86,f,9,200
86,f,14,200
86,f,7,500
86,f,14,500
86,f,8,500
86,f,3,100
86,f,2,200
86,f,4,1000
86,f,2,1000
86,f,2,100
86,f,12,1000
86,f,6,100
86,f,5,100
86,f,13,500
86,f,5,1000
86,f,11,200
86,f,5,1000
86,f,9,500
86,f,12,100
86,f,9,200
86,f,3,200
86,f,3,1000
86,f,2,500
86,f,10,100
86,f,13,100
86,f,15,200
86,f,7,500
86,f,6,1000
86,f,13,500
86,f,10,1000
86,f,10,1000
86,f,7,500
86,f,12,200
86,f,5,1000
86,f,4,1000
86,f,3,1000
86,f,3,100
86,f,12,500
86,f,15,1000
86,f,2,100
86,f,13,500
86,f,10,1000
86,f,9,500
86,f,5,100
86,f,12,1000
86,f,8,100
86,f,14,200
86,f,15,100
86,f,14,100
86,f,7,200
86,f,13,1000
86,f,5,1000
86,f,6,100
86,f,11,200
86,f,11,100
86,f,13,1000
86,f,5,200
86,f,5,100
86,f,1,500
86,f,7,200
86,f,6,100
86,f,4,100
86,f,8,200
86,f,13,100
86,f,6,100
86,f,10,500
86,f,4,500
86,f,15,500
86,f,12,500
86,f,8,500
86,f,1,1000
86,f,15,100
86,f,12,500
86,f,7,500
86,f,11,200
86,f,15,500
86,f,4,1000
86,f,3,200
86,f,5,200
86,f,3,100
86,f,4,200
86,f,11,200
86,f,2,1000
86,f,8,500
86,f,6,1000
86,f,2,500
86,f,1,1000
86,f,2,100
86,f,4,200
86,f,7,100
86,f,5,1000
86,f,2,1000
86,f,4,200
86,f,10,100
86,f,13,500
86,f,8,100
86,f,8,100
86,f,9,200
86,f,6,1000
86,f,13,200
86,f,11,100
86,f,7,1000
86,f,5,1000
86,f,3,500
86,f,2,1000
86,f,9,100
86,f,10,500
86,f,7,500
86,f,5,200
86,f,2,200
86,f,10,200
86,f,10,200
86,f,1,1000
86,f,2,200
86,f,1,100
86,f,9,100
86,f,3,200
86,f,14,200
86,f,1,100
86,f,8,1000
86,f,8,1000
86,f,5,100
86,f,8,200
86,f,14,500
86,f,3,500
86,f,11,100
86,f,8,1000
86,f,2,100
86,f,4,100
86,f,12,200
86,f,9,100
86,f,3,100
86,f,14,100
86,f,11,1000
86,f,6,100
86,f,5,1000
86,f,1,1000
86,f,9,1000
86,f,13,1000
86,f,14,100
86,f,4,500
86,f,2,200
86,f,15,100
86,f,8,200
86,f,14,1000
86,f,7,500
86,f,13,500
86,f,15,100
86,f,11,500
86,f,6,500
86,f,7,1000
86,f,13,500
86,f,1,500
86,f,6,200
86,f,5,500
86,f,15,200
86,f,4,500
86,f,4,1000
86,f,3,200
86,f,14,100
86,f,14,1000
86,f,1,500
86,f,10,200
86,f,11,1000
86,f,3,1000
86,f,15,500
86,f,8,1000
86,f,15,100
86,f,15,500
86,f,2,200
86,f,10,100
86,f,11,100
86,f,5,200
86,f,10,1000
86,f,1,500
86,f,10,500
86,f,8,200
86,f,9,500
86,f,15,1000
86,f,10,1000
86,f,13,100
86,f,2,200
86,f,6,500
86,f,6,100
86,f,14,200
86,f,9,100
86,f,4,1000
86,f,4,1000
86,f,2,100
86,f,10,1000
86,f,14,1000
86,f,6,200
86,f,11,1000
86,f,12,1000
86,f,8,1000
86,f,14,500
86,f,6,500
86,f,10,100
86,f,1,200
86,f,12,100
86,f,2,500
86,f,14,1000
86,f,7,200
86,f,4,1000
86,f,9,100
86,f,3,1000
86,f,10,200
86,f,7,100
86,f,6,200
86,f,2,1000
86,f,14,1000
86,f,7,1000
86,f,9,500
86,f,9,100
86,f,15,100
86,f,15,100
86,f,2,200
86,f,5,200
86,f,4,1000
86,f,3,200
86,f,5,500
86,f,7,100
86,f,2,1000
86,f,12,1000
86,f,1,200
86,f,10,500
86,f,15,200
86,f,8,100
86,f,15,100
86,f,7,100
86,f,1,100
86,f,8,200
86,f,6,1000
86,f,6,200
86,f,3,200
86,f,9,500
86,f,3,500
86,f,11,500
86,f,14,500
86,f,3,100
86,f,4,200
86,f,10,100
86,f,7,500
86,f,10,1000
86,f,9,500
86,f,7,500
86,f,10,1000
86,f,9,100
86,f,14,100
86,f,13,1000
86,f,4,100
86,f,12,200
86,f,11,100
86,f,7,100
86,f,15,500
86,f,8,200
86,f,9,200
86,f,2,200
86,f,10,500
86,f,11,200
86,f,8,200
86,f,13,100
86,f,10,200
86,f,8,200
86,f,13,1000
86,f,14,1000
86,f,6,1000
86,f,1,1000
86,f,12,100
86,f,6,200
86,f,15,1000
86,f,15,200
86,f,1,200
86,f,9,1000
86,f,6,1000
86,f,10,100
86,f,14,100
86,f,8,200
86,f,6,500
86,f,5,200
86,f,12,1000
86,f,10,500
86,f,15,100
86,f,11,100
86,f,12,200
86,f,7,200
86,f,8,1000
86,f,7,500
86,f,5,200
86,f,3,500
86,f,8,500
86,f,13,500
86,f,11,200
86,f,14,100
86,f,14,500
86,f,10,100
86,f,2,200
86,f,3,1000
86,f,10,500
86,f,7,1000
86,f,6,100
86,f,10,200
86,f,14,1000
86,f,14,1000
86,f,1,100
86,f,1,500
87,f,3,500
87,f,9,1000
87,f,10,200
87,f,7,200
87,f,10,500
87,f,7,500
87,f,6,100
87,f,4,200
87,f,13,100
87,f,12,1000
87,f,8,200
87,f,5,100
87,f,7,100
87,f,12,500
87,f,12,1000
87,f,13,100
87,f,9,100
87,f,13,1000
87,f,3,500
87,f,8,500
87,f,13,200
87,f,5,500
87,f,5,500
87,f,14,500
87,f,4,1000
87,f,10,500
87,f,11,500
87,f,9,200
87,f,8,200
87,f,3,100
87,f,4,500
87,f,6,1000
87,f,15,1000
87,f,14,1000
87,f,14,200
87,f,5,500
87,f,14,500
87,f,8,100
87,f,5,500
87,f,3,200
87,f,8,200
87,f,10,500
87,f,15,200
87,f,12,500
87,f,15,500
87,f,11,500
87,f,2,500
87,f,11,500
87,f,11,200
87,f,9,100
87,f,9,100
87,f,10,500
87,f,9,200
87,f,8,200
87,f,8,1000
87,f,15,500
87,f,2,200
87,f,2,200
87,f,2,500
87,f,10,1000
87,f,4,500
87,f,11,200
87,f,1,100
87,f,1,500
87,f,13,200
87,f,10,100
87,f,5,500
87,f,4,100
87,f,1,200
87,f,9,200
87,f,9,200
87,f,3,1000
87,f,8,1000
87,f,5,1000
87,f,10,500
87,f,13,1000
87,f,12,100
87,f,14,100
87,f,8,500
87,f,2,500
87,f,15,200
87,f,7,200
87,f,11,500
87,f,7,1000
87,f,13,1000
87,f,6,500
87,f,11,200
87,f,12,500
87,f,12,1000
87,f,8,200
87,f,5,100
87,f,13,1000
87,f,12,100
87,f,15,100
87,f,13,1000
87,f,6,200
87,f,8,200
87,f,8,500
87,f,9,1000
87,f,11,500
87,f,1,500
87,f,6,1000
87,f,8,1000
87,f,5,200
87,f,13,200
87,f,10,100
87,f,5,1000
87,f,9,1000
87,f,14,100
87,f,5,200
87,f,12,100
87,f,5,100
87,f,9,500
87,f,8,500
87,f,3,500
87,f,15,1000
87,f,11,500
87,f,8,100
87,f,15,200
87,f,6,100
87,f,2,100
87,f,5,200
87,f,7,200
87,f,15,100
87,f,6,100
87,f,13,500
87,f,10,500
87,f,3,100
87,f,8,200
87,f,1,200
87,f,15,100
87,f,8,500
87,f,6,500
87,f,1,500
87,f,1,500
87,f,15,200
87,f,9,1000
87,f,12,1000
87,f,14,1000
87,f,4,200
87,f,3,200
87,f,5,500
87,f,11,200
87,f,10,200
87,f,10,200
87,f,3,500
87,f,3,1000
87,f,4,1000
87,f,6,1000
87,f,5,200
87,f,15,200
87,f,1,200
87,f,1,1000
87,f,3,500
87,f,1,100
87,f,15,100
87,f,11,500
87,f,1,200
87,f,4,1000
87,f,4,100
87,f,4,500
87,f,12,200
87,f,2,200
87,f,8,1000
87,f,7,100
87,f,9,1000
87,f,8,1000
87,f,3,500
87,f,3,100
87,f,9,1000
87,f,3,200
87,f,10,200
87,f,4,1000
87,f,1,500
87,f,13,100
87,f,10,1000
87,f,5,100
87,f,7,1000
87,f,1,100
87,f,10,200
87,f,14,100
87,f,3,1000
87,f,3,100
87,f,5,500
87,f,14,100
87,f,10,200
87,f,11,200
87,f,10,100
87,f,12,200
87,f,7,1000
87,f,4,1000
87,f,6,100
87,f,3,100
87,f,9,100
87,f,7,1000
87,f,12,100
87,f,9,1000
87,f,10,500
87,f,7,200
87,f,12,200
87,f,7,200
87,f,15,100
87,f,11,100
87,f,15,200
87,f,15,100
87,f,4,100
87,f,3,100
87,f,7,1000
87,f,11,200
87,f,15,500
87,f,9,500
87,f,15,500
87,f,8,500
87,f,7,1000
87,f,10,200
87,f,13,500
87,f,1,100
87,f,4,100
87,f,13,1000
87,f,13,200
87,f,2,500
87,f,13,100
87,f,12,500
87,f,1,100
87,f,1,500
87,f,15,100
87,f,5,100
87,f,7,500
87,f,13,100
87,f,13,100
87,f,15,500
87,f,2,100
87,f,6,200
87,f,10,200
87,f,7,100
87,f,10,1000
87,f,4,100
87,f,6,1000
87,f,2,200
87,f,4,100
87,f,2,1000
87,f,10,200
87,f,15,500
87,f,15,200
87,f,6,1000
87,f,4,100
87,f,12,100
87,f,6,200
87,f,4,200
87,f,6,500
87,f,13,500
87,f,10,1000
87,f,10,1000
87,f,10,1000
87,f,8,100
87,f,3,1000
87,f,9,500
87,f,12,1000
87,f,8,500
87,f,12,100
87,f,3,100
87,f,1,500
87,f,14,200
87,f,7,1000
87,f,15,100
87,f,4,500
87,f,5,500
87,f,15,1000
87,f,15,1000
87,f,1,500
87,f,14,200
87,f,11,100
87,f,3,1000
87,f,10,200
87,f,5,1000
87,f,2,100
87,f,14,200
87,f,15,500
87,f,4,200
87,f,3,100
87,f,2,200
87,f,5,1000
87,f,3,1000
87,f,14,100
87,f,12,1000
87,f,13,500
87,f,7,500
87,f,13,200
87,f,13,100
87,f,3,200
87,f,10,200
87,f,8,100
87,f,7,200
87,f,9,500
87,f,9,500
87,f,4,200
87,f,3,500
87,f,8,200
87,f,5,500
87,f,2,200
87,f,1,1000
87,f,7,200
87,f,13,200
87,f,12,1000
87,f,7,200
87,f,7,100
87,f,1,500
87,f,11,500
87,f,10,100
87,f,12,1000
87,f,14,1000
87,f,11,500
87,f,15,100
87,f,12,200
87,f,5,100
87,f,10,100
87,f,14,1000
87,f,8,100
87,f,10,1000
87,f,7,500
87,f,15,1000
87,f,4,1000
87,f,11,1000
87,f,12,200
87,f,15,200
87,f,2,200
87,f,9,100
87,f,10,1000
87,f,5,200
87,f,7,500
87,f,15,100
87,f,13,500
87,f,15,500
87,f,12,100
87,f,3,1000
87,f,1,100
87,f,4,1000
87,f,8,200
87,f,4,100
87,f,13,500
87,f,2,500
87,f,3,500
87,f,12,1000
87,f,8,100
87,f,11,200
87,f,5,1000
87,f,13,1000
87,f,6,1000
87,f,10,500
88,f,8,200
88,f,5,1000
88,f,1,1000
88,f,10,100
88,f,10,1000
88,f,8,500
88,f,8,200
88,f,4,1000
88,f,1,500
88,f,1,100
88,f,2,100
88,f,4,100
88,f,15,500
88,f,2,200
88,f,3,200
88,f,6,100
88,f,4,100
88,f,10,1000
88,f,10,500
88,f,11,1000
88,f,14,200
88,f,9,1000
88,f,1,500
88,f,9,1000
88,f,13,1000
88,f,8,1000
88,f,13,100
88,f,8,100
88,f,8,100
88,f,2,100
88,f,14,500
88,f,4,200
88,f,4,200
88,f,10,500
88,f,13,100
88,f,3,1000
88,f,12,1000
88,f,7,1000
88,f,14,1000
88,f,14,100
88,f,3,1000
88,f,1,500
88,f,14,500
88,f,5,100
88,f,10,500
88,f,9,500
88,f,13,100
88,f,12,100
88,f,12,100
88,f,4,500
88,f,7,1000
88,f,14,500
88,f,8,1000
88,f,8,100
88,f,13,500
88,f,13,100
88,f,4,200
88,f,10,1000
88,f,13,200
88,f,12,500
88,f,2,200
88,f,14,100
88,f,14,1000
88,f,5,1000
88,f,3,500
88,f,8,100
88,f,10,1000
88,f,15,500
88,f,3,1000
88,f,8,500
88,f,11,500
88,f,1,200
88,f,2,100
88,f,7,500
88,f,6,1000
88,f,6,200
88,f,2,1000
88,f,1,200
88,f,8,100
88,f,12,1000
88,f,8,200
88,f,1,1000
88,f,9,200
88,f,12,500
88,f,14,100
88,f,7,500
88,f,4,200
88,f,15,1000
88,f,14,500
88,f,8,500
88,f,1,500
88,f,15,200
88,f,2,100
88,f,6,500
88,f,11,1000
88,f,10,200
88,f,8,200
88,f,9,100
88,f,7,500
88,f,14,500
88,f,8,100
88,f,7,500
88,f,13,100
88,f,6,500
88,f,14,1000
88,f,10,1000
88,f,6,500
88,f,2,500
88,f,9,200
88,f,13,200
88,f,12,200
88,f,8,500
88,f,1,100
88,f,5,1000
88,f,7,500
88,f,10,100
88,f,13,500
88,f,9,500
88,f,14,1000
88,f,10,100
88,f,10,500
88,f,13,200
88,f,13,200
88,f,9,100
88,f,1,100
88,f,13,500
88,f,6,100
88,f,8,500
88,f,13,1000
88,f,6,1000
88,f,7,100
88,f,6,200
88,f,9,200
88,f,11,500
88,f,14,200
88,f,7,500
88,f,7,200
88,f,7,200
88,f,10,100
88,f,7,100
88,f,10,500
88,f,7,100
88,f,8,500
88,f,4,200
88,f,11,100
88,f,5,100
88,f,3,1000
88,f,5,200
88,f,15,200
88,f,12,500
88,f,3,200
88,f,4,100
88,f,2,500
88,f,8,100
88,f,3,500
88,f,11,1000
88,f,12,200
88,f,3,500
88,f,13,1000
88,f,3,500
88,f,5,200
88,f,9,200
88,f,10,200
88,f,4,1000
88,f,5,1000
88,f,11,100
88,f,13,1000
88,f,11,500
88,f,1,1000
88,f,11,1000
88,f,4,100
88,f,1,1000
88,f,4,500
88,f,3,1000
88,f,7,500
88,f,5,200
88,f,12,1000
88,f,6,100
88,f,12,1000
88,f,8,200
88,f,9,500
88,f,3,500
88,f,3,500
88,f,14,500
88,f,12,200
88,f,10,100
88,f,12,200
88,f,11,100
88,f,3,1000
88,f,14,100
88,f,10,500
88,f,1,500
88,f,13,200
88,f,10,100
88,f,7,100
88,f,1,100
88,f,13,100
88,f,9,100
88,f,3,500
88,f,12,100
88,f,1,1000
88,f,7,500
88,f,4,500
88,f,15,1000
88,f,11,500
88,f,13,200
88,f,6,100
88,f,8,1000
88,f,5,200
88,f,1,500
88,f,1,100
88,f,2,100
88,f,8,1000
88,f,6,100
88,f,2,100
88,f,4,500
88,f,6,200
88,f,10,1000
88,f,2,1000
88,f,2,500
88,f,11,100
88,f,14,100
88,f,1,1000
88,f,13,1000
88,f,10,200
88,f,10,500
88,f,11,500
88,f,2,500
88,f,13,200
88,f,7,1000
88,f,13,1000
88,f,2,100
88,f,1,100
88,f,7,100
88,f,5,100
88,f,3,1000
88,f,3,100
88,f,3,500
88,f,8,500
88,f,12,500
88,f,6,500
88,f,8,200
88,f,9,1000
88,f,11,1000
88,f,11,200
88,f,3,100
88,f,15,1000
88,f,10,100
88,f,10,1000
88,f,15,100
88,f,14,500
88,f,11,200
88,f,8,100
88,f,5,1000
88,f,2,100
88,f,4,500
88,f,5,200
88,f,1,100
88,f,4,1000
88,f,5,1000
88,f,13,1000
88,f,12,100
88,f,5,1000
88,f,14,200
88,f,3,500
88,f,12,1000
88,f,4,100
88,f,15,1000
88,f,14,500
88,f,6,500
88,f,11,1000
88,f,8,500
88,f,10,500
88,f,13,500
88,f,3,100
88,f,3,200
88,f,3,500
88,f,9,100
88,f,12,100
88,f,4,200
88,f,7,1000
88,f,2,500
88,f,10,1000
88,f,14,1000
88,f,2,1000
88,f,12,500
88,f,6,500
88,f,14,100
88,f,9,500
88,f,7,100
88,f,8,100
88,f,12,1000
88,f,11,200
88,f,8,200
88,f,12,1000
88,f,2,100
88,f,15,200
88,f,9,500
88,f,8,1000
88,f,8,100
88,f,8,1000
88,f,5,100
88,f,11,200
88,f,8,100
88,f,7,100
88,f,6,200
88,f,5,200
88,f,6,1000
88,f,2,100
88,f,7,1000
88,f,11,1000
88,f,14,100
88,f,11,200
89,f,11,1000
89,f,6,1000
89,f,5,200
89,f,13,500
89,f,13,200
89,f,14,500
89,f,9,1000
89,f,5,1000
89,f,11,500
89,f,3,200
89,f,10,200
89,f,3,100
89,f,11,200
89,f,10,100
89,f,7,100
89,f,7,500
89,f,14,200
89,f,7,100
89,f,4,100
89,f,15,1000
89,f,1,1000
89,f,11,200
89,f,9,500
89,f,2,500
89,f,9,1000
89,f,7,100
89,f,2,100
89,f,12,500
89,f,8,100
89,f,1,200
89,f,14,100
89,f,15,100
89,f,11,1000
89,f,10,500
89,f,6,100
89,f,2,100
89,f,7,100
89,f,5,500
89,f,11,1000
89,f,12,500
89,f,12,1000
89,f,9,100
89,f,9,100
89,f,7,200
89,f,15,1000
89,f,11,100
89,f,15,1000
89,f,3,200
89,f,7,1000
89,f,7,1000
89,f,12,500
89,f,5,100
89,f,4,1000
89,f,12,1000
89,f,12,100
89,f,4,500
89,f,2,500
89,f,14,100
89,f,5,500
89,f,12,100
89,f,15,100
89,f,2,1000
89,f,15,1000
89,f,12,1000
89,f,2,100
89,f,7,100
89,f,5,200
89,f,12,200
89,f,9,100
89,f,15,500
89,f,11,500
89,f,11,200
89,f,10,200
89,f,1,200
89,f,9,1000
89,f,13,1000
89,f,3,200
89,f,6,1000
89,f,6,200
89,f,11,200
89,f,9,1000
89,f,14,500
89,f,4,100
89,f,4,200
89,f,14,500
89,f,8,1000
89,f,2,100
89,f,13,200
89,f,13,200
89,f,14,500
89,f,9,200
89,f,1,100
89,f,12,100
89,f,1,1000
89,f,3,100
89,f,14,1000
89,f,9,200
89,f,9,500
89,f,1,1000
89,f,11,100
89,f,2,200
89,f,13,200
89,f,11,200
89,f,14,500
89,f,7,1000
89,f,15,100
89,f,8,500
89,f,7,1000
89,f,8,1000
89,f,10,500
89,f,7,100
89,f,7,1000
89,f,5,500
89,f,10,200
89,f,4,500
89,f,7,500
89,f,14,100
89,f,10,200
89,f,14,200
89,f,8,1000
89,f,7,1000
89,f,6,100
89,f,3,200
89,f,13,100
89,f,6,1000
89,f,6,500
89,f,8,1000
89,f,3,200
89,f,3,100
89,f,13,1000
89,f,13,1000
89,f,1,1000
89,f,1,500
89,f,13,200
89,f,13,500
89,f,7,100
89,f,15,1000
89,f,10,200
89,f,14,100
89,f,3,500
89,f,2,1000
89,f,6,100
89,f,4,200
89,f,1,200
89,f,7,500
89,f,2,1000
89,f,12,100
89,f,4,200
89,f,11,1000
89,f,6,100
89,f,8,1000
89,f,4,100
89,f,14,200
89,f,3,200
89,f,1,500
89,f,2,200
89,f,5,500
89,f,9,1000
89,f,7,1000
89,f,8,100
89,f,2,1000
89,f,8,200
89,f,12,100
89,f,12,100
89,f,13,500
89,f,2,200
89,f,6,200
89,f,3,500
89,f,9,500
89,f,15,200
89,f,1,100
89,f,8,100
89,f,8,1000
89,f,3,500
89,f,2,1000
89,f,12,500
89,f,1,1000
89,f,6,500
89,f,11,1000
89,f,3,100
89,f,5,100
89,f,15,1000
89,f,5,1000
89,f,1,200
89,f,3,500
89,f,13,200
89,f,15,100
89,f,5,1000
89,f,5,1000
89,f,12,500
89,f,5,1000
89,f,9,1000
89,f,4,1000
89,f,5,100
89,f,10,1000
89,f,11,500
89,f,10,200
89,f,10,1000
89,f,12,1000
89,f,9,200
89,f,15,200
89,f,11,1000
89,f,7,100
89,f,5,100
89,f,13,100
89,f,13,200
89,f,9,100
89,f,13,500
89,f,10,100
89,f,2,1000
89,f,4,200
89,f,6,1000
89,f,4,100
89,f,13,100
89,f,1,100
89,f,12,500
89,f,6,200
89,f,7,100
89,f,3,1000
89,f,15,100
89,f,9,1000
89,f,5,500
89,f,15,200
89,f,2,1000
89,f,11,200
89,f,7,500
89,f,14,500
89,f,5,200
89,f,7,100
89,f,12,100
89,f,6,1000
89,f,6,100
89,f,8,200
89,f,12,200
89,f,14,1000
89,f,7,100
89,f,14,100
89,f,10,500
89,f,11,1000
89,f,2,1000
89,f,15,200
89,f,10,500
89,f,14,200
89,f,9,200
89,f,4,200
89,f,2,500
89,f,2,100
89,f,4,500
89,f,9,200
89,f,13,100
89,f,15,100
89,f,9,200
89,f,14,200
89,f,15,200
89,f,15,100
89,f,8,200
89,f,6,1000
89,f,1,500
89,f,13,100
89,f,9,200
89,f,10,1000
89,f,12,1000
89,f,7,200
89,f,2,500
89,f,10,200
89,f,10,1000
89,f,4,100
89,f,9,1000
89,f,6,200
89,f,14,100
89,f,8,100
89,f,1,100
89,f,8,200
89,f,1,1000
89,f,12,1000
89,f,2,100
90,f,12,1000
90,f,13,100
90,f,8,500
90,f,7,100
90,f,8,100
90,f,9,100
90,f,5,500
90,f,14,1000
90,f,8,100
90,f,10,500
90,f,3,200
90,f,7,200
90,f,5,500
90,f,5,1000
90,f,9,1000
90,f,15,100
90,f,3,200
90,f,11,100
90,f,13,200
90,f,11,1000
90,f,7,1000
90,f,6,500
90,f,15,500
90,f,4,1000
90,f,8,200
90,f,8,500
90,f,14,1000
90,f,8,1000
90,f,10,200
90,f,4,100
90,f,9,200
90,f,9,500
90,f,15,500
90,f,9,100
90,f,3,1000
90,f,6,500
90,f,15,200
90,f,3,100
90,f,6,500
90,f,13,100
90,f,14,500
90,f,1,100
90,f,3,500
90,f,15,200
90,f,4,200
90,f,14,1000
90,f,15,200
90,f,13,100
90,f,1,200
90,f,15,200
90,f,4,1000
90,f,9,1000
90,f,2,100
90,f,6,100
90,f,2,200
90,f,10,200
90,f,13,100
90,f,6,1000
90,f,7,500
90,f,14,500
90,f,12,1000
90,f,2,100
90,f,9,1000
90,f,1,500
90,f,13,200
90,f,3,500
90,f,13,100
90,f,10,100
90,f,13,200
90,f,11,100
90,f,9,500
90,f,14,200
90,f,9,1000
90,f,1,200
90,f,14,100
90,f,8,200
90,f,15,500
90,f,5,100
90,f,15,200
90,f,11,500
90,f,13,200
90,f,15,500
90,f,14,1000
90,f,9,500
90,f,8,1000
90,f,2,1000
90,f,11,1000
90,f,3,200
90,f,13,100
90,f,2,100
90,f,4,500
90,f,13,500
90,f,14,1000
90,f,10,200
90,f,12,200
90,f,11,1000
90,f,1,100
90,f,13,500
90,f,9,200
90,f,13,200
90,f,15,100
90,f,3,200
90,f,6,1000
90,f,2,1000
90,f,6,500
90,f,8,100
90,f,5,200
90,f,4,100
90,f,10,200
90,f,4,200
90,f,14,1000
90,f,8,100
90,f,10,500
90,f,14,1000
90,f,14,100
90,f,2,500
90,f,3,200
90,f,13,200
90,f,9,500
90,f,3,1000
90,f,7,200
90,f,1,1000
90,f,7,100
90,f,10,500
90,f,6,1000
90,f,10,1000
90,f,14,200
90,f,6,500
90,f,11,1000
90,f,15,100
90,f,9,200
90,f,15,1000
90,f,7,200
90,f,13,100
90,f,12,200
90,f,10,100
90,f,3,100
90,f,7,200
90,f,10,500
90,f,14,200
90,f,12,1000
90,f,9,100
90,f,2,100
90,f,12,500
90,f,13,500
90,f,15,500
90,f,6,200
90,f,6,1000
90,f,7,100
90,f,4,200
90,f,8,100
90,f,7,100
90,f,3,500
90,f,6,200
90,f,6,100
90,f,4,200
90,f,4,500
90,f,4,100
90,f,7,500
90,f,4,500
90,f,3,1000
90,f,13,100
90,f,9,200
90,f,8,200
90,f,3,100
90,f,13,200
90,f,2,500
90,f,11,200
90,f,3,1000
90,f,5,1000
90,f,7,100
90,f,14,200
90,f,13,100
90,f,3,500
90,f,6,1000
90,f,3,100
90,f,4,200
90,f,4,200
90,f,12,500
90,f,4,500
90,f,12,500
90,f,8,100
90,f,6,200
90,f,3,1000
90,f,5,500
90,f,11,200
90,f,3,100
90,f,6,100
90,f,7,500
90,f,3,200
90,f,15,200
90,f,7,1000
90,f,14,1000
90,f,12,100
90,f,4,1000
90,f,12,1000
90,f,2,1000
90,f,12,100
90,f,1,200
90,f,3,200
90,f,12,200
90,f,9,1000
90,f,2,500
90,f,5,100
90,f,14,100
90,f,5,500
90,f,7,100
90,f,5,500
90,f,3,200
90,f,10,1000
90,f,6,500
90,f,8,200
90,f,10,1000
90,f,9,1000
90,f,15,100
90,f,1,1000
90,f,8,500
90,f,7,500
90,f,12,100
90,f,6,100
90,f,14,100
90,f,4,100
90,f,2,1000
90,f,7,100
90,f,3,1000
90,f,6,1000
90,f,9,200
90,f,2,200
90,f,9,1000
90,f,13,200
90,f,6,200
90,f,2,100
90,f,8,500
90,f,7,100
90,f,4,200
90,f,14,1000
91,f,10,500
91,f,12,200
91,f,7,1000
91,f,6,1000
91,f,5,500
91,f,2,100
91,f,6,1000
91,f,2,200
91,f,6,1000
91,f,14,500
91,f,15,1000
91,f,14,500
91,f,8,100
91,f,1,1000
91,f,10,1000
91,f,15,500
91,f,9,200
91,f,3,1000
91,f,12,100
91,f,9,100
91,f,1,100
91,f,9,200
91,f,12,1000
91,f,7,100
91,f,4,1000
91,f,10,500
91,f,4,100
91,f,8,200
91,f,9,1000
91,f,14,100
91,f,4,100
91,f,11,200
91,f,2,200
91,f,1,200
91,f,11,200
91,f,14,500
91,f,6,500
91,f,10,100
91,f,7,200
91,f,1,200
91,f,5,100
91,f,12,100
91,f,6,200
91,f,7,200
91,f,7,500
91,f,8,1000
91,f,15,500
91,f,9,200
91,f,12,1000
91,f,7,100
91,f,1,200
91,f,10,200
91,f,2,100
91,f,7,1000
91,f,7,100
91,f,5,1000
91,f,13,200
91,f,1,200
91,f,15,1000
91,f,10,1000
91,f,10,1000
91,f,14,200
91,f,8,200
91,f,3,1000
91,f,11,1000
91,f,11,200
91,f,7,200
91,f,6,500
91,f,4,1000
91,f,5,100
91,f,4,100
91,f,6,100
91,f,1,1000
91,f,10,200
91,f,2,500
91,f,1,200
91,f,14,500
91,f,7,500
91,f,2,200
91,f,10,1000
91,f,6,100
91,f,5,500
91,f,7,1000
91,f,6,1000
91,f,11,200
91,f,13,200
91,f,4,200
91,f,2,500
91,f,8,100
91,f,2,1000
91,f,15,500
91,f,6,1000
91,f,5,100
91,f,2,100
91,f,11,100
91,f,10,500
91,f,1,500
91,f,13,500
91,f,7,100
91,f,12,500
91,f,8,200
91,f,8,1000
91,f,2,1000
91,f,5,200
91,f,12,200
91,f,5,100
91,f,4,200
91,f,8,1000
91,f,3,200
91,f,9,1000
91,f,3,1000
91,f,5,1000
91,f,10,1000
91,f,12,1000
91,f,6,1000
91,f,13,200
91,f,1,200
91,f,7,500
91,f,10,200
91,f,3,500
91,f,5,100
91,f,4,500
91,f,5,1000
91,f,15,1000
91,f,11,1000
91,f,15,100
91,f,4,1000
91,f,9,1000
91,f,1,1000
91,f,10,1000
91,f,9,1000
91,f,6,1000
91,f,8,200
91,f,3,200
91,f,12,500
91,f,7,500
91,f,15,100
91,f,1,1000
91,f,5,200
91,f,9,100
91,f,4,500
91,f,1,1000
91,f,15,500
91,f,10,1000
91,f,1,100
91,f,9,200
91,f,14,500
91,f,7,100
91,f,4,100
91,f,5,1000
91,f,6,200
91,f,5,500
91,f,12,100
91,f,13,1000
91,f,9,100
91,f,1,500
91,f,1,1000
91,f,7,100
91,f,9,1000
91,f,10,200
91,f,4,500
91,f,13,1000
91,f,9,200
91,f,4,500
91,f,13,100
91,f,7,200
91,f,4,100
91,f,14,500
91,f,14,1000
91,f,2,100
91,f,15,500
91,f,1,500
91,f,8,200
91,f,1,1000
91,f,14,500
91,f,1,500
91,f,1,1000
91,f,7,200
91,f,4,200
91,f,11,500
91,f,11,500
91,f,13,1000
91,f,4,1000
91,f,14,1000
91,f,5,500
91,f,12,500
91,f,15,1000
91,f,2,200
91,f,6,100
91,f,12,1000
91,f,4,1000
91,f,10,1000
91,f,14,100
91,f,6,100
91,f,10,500
91,f,3,200
91,f,2,500
91,f,5,200
91,f,8,500
91,f,5,500
91,f,7,100
91,f,13,100
91,f,6,500
